edad,educacion,credito_hipotecario,credito_consumo,duracion_llamada_seg,contactos_esta_campana,contactos_previos,resultado_campana_anterior,tasa_euribor,contrata
30.0,6.0,0.0,1.0,129.0,4.0,0.0,0.0,4.968,0
37.0,6.0,1.0,1.0,211.0,2.0,0.0,0.0,4.968,0
32.0,6.0,1.0,0.0,419.0,3.0,0.0,0.0,4.968,1
34.0,5.0,0.0,1.0,150.0,4.0,0.0,0.0,4.968,0
36.0,6.0,1.0,0.0,223.0,4.0,0.0,0.0,4.968,0
46.0,1.0,1.0,0.0,1357.0,3.0,0.0,0.0,4.967,1
44.0,6.0,1.0,1.0,376.0,2.0,0.0,0.0,4.967,0
41.0,6.0,1.0,0.0,146.0,4.0,0.0,0.0,4.967,0
31.0,5.0,0.0,0.0,81.0,2.0,0.0,0.0,4.967,0
36.0,4.0,1.0,0.0,205.0,2.0,0.0,0.0,4.967,0
58.0,1.0,0.0,0.0,84.0,3.0,0.0,0.0,4.967,0
46.0,3.0,1.0,0.0,175.0,1.0,0.0,0.0,4.967,0
32.0,6.0,0.0,0.0,174.0,1.0,0.0,0.0,4.967,0
44.0,,1.0,0.0,140.0,2.0,0.0,0.0,4.967,0
46.0,4.0,,,251.0,1.0,0.0,0.0,4.967,0
31.0,4.0,0.0,0.0,71.0,1.0,0.0,0.0,4.967,0
39.0,6.0,1.0,0.0,224.0,1.0,0.0,0.0,4.967,0
32.0,5.0,1.0,0.0,499.0,1.0,0.0,0.0,4.967,0
41.0,4.0,1.0,0.0,159.0,1.0,0.0,0.0,4.967,0
40.0,6.0,0.0,1.0,71.0,1.0,0.0,0.0,4.967,0
50.0,4.0,0.0,0.0,64.0,1.0,0.0,0.0,4.967,0
50.0,4.0,0.0,1.0,359.0,1.0,0.0,0.0,4.967,0
41.0,4.0,0.0,0.0,91.0,2.0,0.0,0.0,4.967,0
33.0,6.0,0.0,0.0,123.0,1.0,0.0,0.0,4.967,0
31.0,6.0,1.0,1.0,649.0,2.0,0.0,0.0,4.967,1
34.0,6.0,0.0,0.0,165.0,1.0,0.0,0.0,4.967,0
48.0,5.0,1.0,0.0,119.0,1.0,0.0,0.0,4.967,0
38.0,4.0,0.0,0.0,181.0,1.0,0.0,0.0,4.967,0
48.0,,1.0,0.0,174.0,3.0,0.0,0.0,4.967,0
31.0,4.0,1.0,0.0,113.0,2.0,0.0,0.0,4.967,0
42.0,6.0,0.0,0.0,150.0,2.0,0.0,0.0,4.967,0
46.0,3.0,0.0,0.0,1044.0,2.0,0.0,0.0,4.967,1
33.0,5.0,1.0,0.0,290.0,1.0,0.0,0.0,4.967,0
47.0,3.0,1.0,0.0,384.0,1.0,0.0,0.0,4.967,0
33.0,5.0,0.0,0.0,732.0,1.0,0.0,0.0,4.967,0
31.0,6.0,0.0,0.0,118.0,1.0,0.0,0.0,4.967,0
31.0,6.0,,,184.0,1.0,0.0,0.0,4.967,0
43.0,6.0,1.0,0.0,120.0,1.0,0.0,0.0,4.967,0
48.0,5.0,0.0,0.0,265.0,1.0,0.0,0.0,4.967,0
59.0,5.0,0.0,0.0,378.0,4.0,0.0,0.0,4.967,0
45.0,5.0,0.0,0.0,851.0,4.0,0.0,0.0,4.967,0
31.0,6.0,1.0,0.0,224.0,2.0,0.0,0.0,4.967,0
60.0,1.0,1.0,0.0,165.0,1.0,0.0,0.0,4.967,0
42.0,4.0,0.0,0.0,588.0,3.0,0.0,0.0,4.967,0
47.0,6.0,1.0,0.0,101.0,1.0,0.0,0.0,4.967,0
46.0,1.0,1.0,0.0,269.0,3.0,0.0,0.0,4.967,0
37.0,6.0,1.0,0.0,54.0,1.0,0.0,0.0,4.967,0
37.0,6.0,1.0,0.0,160.0,1.0,0.0,0.0,4.967,0
46.0,4.0,0.0,0.0,322.0,5.0,0.0,0.0,4.967,0
58.0,5.0,1.0,0.0,406.0,3.0,0.0,0.0,4.967,0
57.0,2.0,0.0,0.0,433.0,3.0,0.0,0.0,4.967,0
59.0,4.0,0.0,0.0,292.0,2.0,0.0,0.0,4.967,0
37.0,6.0,0.0,0.0,426.0,3.0,0.0,0.0,4.967,0
43.0,6.0,0.0,1.0,1471.0,7.0,0.0,0.0,4.967,1
45.0,5.0,0.0,0.0,110.0,3.0,0.0,0.0,4.968,0
43.0,6.0,1.0,1.0,297.0,7.0,0.0,0.0,4.968,0
48.0,4.0,0.0,0.0,157.0,3.0,0.0,0.0,4.968,0
30.0,6.0,1.0,1.0,1288.0,3.0,0.0,0.0,4.968,1
33.0,6.0,1.0,0.0,59.0,1.0,0.0,0.0,4.968,0
47.0,5.0,1.0,0.0,117.0,1.0,0.0,0.0,4.968,0
39.0,5.0,0.0,0.0,122.0,1.0,0.0,0.0,4.968,0
39.0,5.0,1.0,0.0,91.0,1.0,0.0,0.0,4.968,0
32.0,6.0,0.0,0.0,64.0,1.0,0.0,0.0,4.968,0
47.0,1.0,1.0,0.0,267.0,1.0,0.0,0.0,4.968,0
30.0,6.0,1.0,0.0,78.0,1.0,0.0,0.0,4.968,0
30.0,6.0,1.0,0.0,123.0,1.0,0.0,0.0,4.968,0
30.0,6.0,0.0,0.0,132.0,1.0,0.0,0.0,4.968,0
39.0,6.0,1.0,0.0,292.0,1.0,0.0,0.0,4.968,0
36.0,6.0,1.0,1.0,22.0,1.0,0.0,0.0,4.968,0
36.0,6.0,1.0,0.0,131.0,1.0,0.0,0.0,4.968,0
35.0,6.0,1.0,0.0,111.0,1.0,0.0,0.0,4.968,0
31.0,6.0,1.0,1.0,1462.0,2.0,0.0,0.0,4.968,0
45.0,5.0,1.0,0.0,105.0,1.0,0.0,0.0,4.968,0
33.0,6.0,1.0,1.0,1834.0,1.0,0.0,0.0,4.968,0
45.0,5.0,0.0,0.0,398.0,1.0,0.0,0.0,4.968,0
33.0,6.0,0.0,0.0,148.0,1.0,0.0,0.0,4.968,0
58.0,5.0,1.0,1.0,173.0,1.0,0.0,0.0,4.968,0
52.0,6.0,1.0,1.0,118.0,1.0,0.0,0.0,4.968,0
32.0,6.0,0.0,0.0,155.0,1.0,0.0,0.0,4.968,0
48.0,1.0,1.0,0.0,137.0,1.0,0.0,0.0,4.968,0
39.0,4.0,,,125.0,1.0,0.0,0.0,4.968,0
49.0,3.0,0.0,1.0,86.0,3.0,0.0,0.0,4.968,0
33.0,5.0,0.0,0.0,14.0,1.0,0.0,0.0,4.968,0
48.0,3.0,0.0,0.0,106.0,2.0,0.0,0.0,4.968,0
34.0,4.0,1.0,0.0,112.0,5.0,0.0,0.0,4.968,0
39.0,4.0,0.0,1.0,216.0,2.0,0.0,0.0,4.968,0
56.0,4.0,1.0,0.0,252.0,2.0,0.0,0.0,4.968,0
33.0,6.0,1.0,1.0,259.0,2.0,0.0,0.0,4.968,0
56.0,3.0,1.0,0.0,89.0,2.0,0.0,0.0,4.968,0
45.0,3.0,1.0,0.0,84.0,5.0,0.0,0.0,4.968,0
48.0,1.0,0.0,1.0,187.0,2.0,0.0,0.0,4.968,0
29.0,4.0,1.0,0.0,643.0,3.0,0.0,0.0,4.968,0
42.0,6.0,1.0,0.0,109.0,5.0,0.0,0.0,4.968,0
29.0,6.0,1.0,0.0,228.0,3.0,0.0,0.0,4.968,0
45.0,1.0,1.0,1.0,797.0,1.0,0.0,0.0,4.968,1
44.0,5.0,0.0,0.0,105.0,2.0,0.0,0.0,4.968,0
50.0,5.0,0.0,0.0,139.0,2.0,0.0,0.0,4.968,0
56.0,1.0,0.0,0.0,163.0,2.0,0.0,0.0,4.968,0
30.0,6.0,1.0,0.0,108.0,2.0,0.0,0.0,4.968,0
57.0,6.0,1.0,0.0,74.0,1.0,0.0,0.0,4.968,0
53.0,1.0,1.0,0.0,446.0,1.0,0.0,0.0,4.968,0
50.0,1.0,1.0,0.0,198.0,4.0,0.0,0.0,4.968,0
48.0,1.0,0.0,1.0,180.0,3.0,0.0,0.0,4.968,0
51.0,5.0,1.0,0.0,291.0,1.0,0.0,0.0,4.968,0
35.0,5.0,0.0,0.0,72.0,2.0,0.0,0.0,4.968,0
31.0,1.0,1.0,0.0,248.0,1.0,0.0,0.0,4.968,0
52.0,5.0,1.0,0.0,365.0,5.0,0.0,0.0,4.968,0
39.0,4.0,0.0,0.0,82.0,4.0,0.0,0.0,4.968,0
48.0,1.0,0.0,0.0,90.0,3.0,0.0,0.0,4.968,0
48.0,1.0,0.0,1.0,37.0,3.0,0.0,0.0,4.968,0
55.0,,1.0,0.0,197.0,4.0,0.0,0.0,4.968,0
30.0,6.0,0.0,0.0,1336.0,4.0,0.0,0.0,4.968,1
38.0,2.0,1.0,0.0,256.0,3.0,0.0,0.0,4.968,0
34.0,6.0,1.0,0.0,259.0,3.0,0.0,0.0,4.968,0
36.0,4.0,1.0,1.0,163.0,5.0,0.0,0.0,4.968,0
30.0,5.0,1.0,0.0,93.0,4.0,0.0,0.0,4.968,0
59.0,5.0,0.0,0.0,82.0,3.0,0.0,0.0,4.968,0
30.0,4.0,0.0,0.0,390.0,3.0,0.0,0.0,4.968,0
46.0,5.0,1.0,0.0,721.0,5.0,0.0,0.0,4.968,0
47.0,4.0,1.0,0.0,152.0,5.0,0.0,0.0,4.966,0
51.0,1.0,0.0,0.0,153.0,1.0,0.0,0.0,4.966,0
31.0,6.0,1.0,0.0,138.0,1.0,0.0,0.0,4.966,0
50.0,5.0,1.0,0.0,1306.0,4.0,0.0,0.0,4.966,1
37.0,5.0,0.0,0.0,188.0,1.0,0.0,0.0,4.966,0
47.0,4.0,0.0,0.0,130.0,1.0,0.0,0.0,4.966,0
57.0,6.0,1.0,0.0,161.0,1.0,0.0,0.0,4.966,0
50.0,5.0,0.0,0.0,135.0,1.0,0.0,0.0,4.966,0
50.0,5.0,1.0,0.0,133.0,1.0,0.0,0.0,4.966,0
35.0,6.0,1.0,0.0,299.0,4.0,0.0,0.0,4.966,0
51.0,6.0,0.0,0.0,82.0,1.0,0.0,0.0,4.966,0
51.0,1.0,1.0,0.0,207.0,1.0,0.0,0.0,4.966,0
51.0,1.0,1.0,0.0,205.0,1.0,0.0,0.0,4.966,0
31.0,5.0,0.0,0.0,93.0,1.0,0.0,0.0,4.966,0
30.0,6.0,1.0,0.0,118.0,1.0,0.0,0.0,4.966,0
47.0,3.0,1.0,0.0,97.0,2.0,0.0,0.0,4.966,0
57.0,4.0,0.0,1.0,257.0,1.0,0.0,0.0,4.966,0
44.0,4.0,1.0,0.0,41.0,1.0,0.0,0.0,4.966,0
36.0,6.0,0.0,0.0,169.0,2.0,0.0,0.0,4.966,0
44.0,6.0,0.0,0.0,84.0,2.0,0.0,0.0,4.966,0
37.0,6.0,0.0,0.0,89.0,2.0,0.0,0.0,4.966,0
50.0,1.0,1.0,0.0,249.0,1.0,0.0,0.0,4.966,0
32.0,6.0,0.0,0.0,298.0,1.0,0.0,0.0,4.966,0
52.0,1.0,0.0,0.0,109.0,1.0,0.0,0.0,4.966,0
29.0,5.0,1.0,0.0,112.0,1.0,0.0,0.0,4.966,0
54.0,5.0,0.0,0.0,309.0,1.0,0.0,0.0,4.966,0
47.0,3.0,0.0,0.0,177.0,1.0,0.0,0.0,4.966,0
50.0,2.0,1.0,0.0,433.0,1.0,0.0,0.0,4.966,0
40.0,6.0,0.0,1.0,200.0,2.0,0.0,0.0,4.966,0
29.0,6.0,0.0,0.0,521.0,2.0,0.0,0.0,4.966,0
31.0,5.0,0.0,0.0,63.0,2.0,0.0,0.0,4.966,0
40.0,6.0,1.0,0.0,117.0,2.0,0.0,0.0,4.966,0
41.0,6.0,0.0,1.0,133.0,2.0,0.0,0.0,4.966,0
29.0,6.0,0.0,0.0,140.0,2.0,0.0,0.0,4.966,0
42.0,6.0,0.0,1.0,124.0,2.0,0.0,0.0,4.966,0
58.0,3.0,0.0,0.0,131.0,1.0,0.0,0.0,4.966,0
52.0,1.0,1.0,0.0,362.0,2.0,0.0,0.0,4.966,0
47.0,,1.0,0.0,310.0,3.0,0.0,0.0,4.966,0
30.0,6.0,0.0,0.0,255.0,1.0,0.0,0.0,4.966,0
34.0,6.0,0.0,0.0,147.0,1.0,0.0,0.0,4.966,0
29.0,6.0,0.0,0.0,97.0,2.0,0.0,0.0,4.966,0
33.0,3.0,0.0,0.0,116.0,1.0,0.0,0.0,4.966,0
45.0,6.0,1.0,0.0,156.0,4.0,0.0,0.0,4.966,0
41.0,6.0,0.0,0.0,519.0,1.0,0.0,0.0,4.966,1
51.0,6.0,0.0,0.0,88.0,1.0,0.0,0.0,4.966,0
58.0,4.0,0.0,0.0,528.0,1.0,0.0,0.0,4.966,0
38.0,5.0,0.0,0.0,93.0,1.0,0.0,0.0,4.966,0
34.0,5.0,0.0,0.0,72.0,4.0,0.0,0.0,4.966,0
58.0,6.0,1.0,0.0,173.0,3.0,0.0,0.0,4.966,0
58.0,6.0,0.0,0.0,1242.0,3.0,0.0,0.0,4.966,1
57.0,3.0,1.0,0.0,27.0,6.0,0.0,0.0,4.966,0
36.0,6.0,,,114.0,3.0,0.0,0.0,4.966,0
38.0,6.0,1.0,0.0,306.0,3.0,0.0,0.0,4.966,0
50.0,3.0,1.0,0.0,455.0,4.0,0.0,0.0,4.966,0
42.0,6.0,1.0,0.0,59.0,3.0,0.0,0.0,4.966,0
41.0,6.0,1.0,1.0,89.0,2.0,0.0,0.0,4.966,0
43.0,6.0,0.0,0.0,170.0,3.0,0.0,0.0,4.966,0
39.0,5.0,1.0,0.0,445.0,3.0,0.0,0.0,4.966,0
35.0,5.0,1.0,0.0,120.0,2.0,0.0,0.0,4.965,0
59.0,1.0,1.0,0.0,67.0,6.0,0.0,0.0,4.965,0
32.0,6.0,1.0,1.0,326.0,3.0,0.0,0.0,4.965,0
31.0,6.0,1.0,0.0,367.0,2.0,0.0,0.0,4.965,0
32.0,6.0,1.0,0.0,255.0,2.0,0.0,0.0,4.965,0
36.0,6.0,1.0,0.0,258.0,3.0,0.0,0.0,4.965,0
37.0,4.0,1.0,1.0,144.0,2.0,0.0,0.0,4.965,0
38.0,4.0,0.0,0.0,102.0,2.0,0.0,0.0,4.965,0
32.0,6.0,1.0,0.0,155.0,2.0,0.0,0.0,4.965,0
43.0,4.0,1.0,0.0,210.0,1.0,0.0,0.0,4.965,0
33.0,5.0,1.0,1.0,106.0,2.0,0.0,0.0,4.965,0
29.0,5.0,1.0,0.0,111.0,1.0,0.0,0.0,4.965,0
33.0,5.0,1.0,0.0,303.0,1.0,0.0,0.0,4.965,0
37.0,6.0,1.0,0.0,86.0,1.0,0.0,0.0,4.965,0
34.0,6.0,1.0,0.0,55.0,1.0,0.0,0.0,4.965,0
45.0,6.0,1.0,0.0,226.0,1.0,0.0,0.0,4.965,0
35.0,6.0,0.0,0.0,386.0,2.0,0.0,0.0,4.965,1
36.0,5.0,1.0,0.0,45.0,1.0,0.0,0.0,4.965,0
43.0,6.0,1.0,0.0,269.0,1.0,0.0,0.0,4.965,0
45.0,1.0,1.0,1.0,187.0,1.0,0.0,0.0,4.965,0
38.0,6.0,1.0,0.0,226.0,1.0,0.0,0.0,4.965,0
31.0,6.0,1.0,0.0,155.0,1.0,0.0,0.0,4.965,0
36.0,6.0,1.0,0.0,149.0,2.0,0.0,0.0,4.965,0
39.0,6.0,0.0,1.0,155.0,1.0,0.0,0.0,4.965,0
31.0,5.0,1.0,0.0,194.0,1.0,0.0,0.0,4.965,0
34.0,5.0,0.0,0.0,126.0,2.0,0.0,0.0,4.965,0
38.0,6.0,1.0,0.0,317.0,1.0,0.0,0.0,4.965,0
35.0,5.0,1.0,1.0,228.0,1.0,0.0,0.0,4.965,0
37.0,5.0,1.0,1.0,149.0,1.0,0.0,0.0,4.965,0
39.0,4.0,0.0,0.0,225.0,2.0,0.0,0.0,4.965,0
35.0,6.0,1.0,0.0,176.0,2.0,0.0,0.0,4.965,0
41.0,6.0,0.0,0.0,247.0,2.0,0.0,0.0,4.965,0
32.0,6.0,0.0,1.0,331.0,5.0,0.0,0.0,4.965,0
45.0,6.0,1.0,0.0,177.0,1.0,0.0,0.0,4.965,0
33.0,4.0,1.0,0.0,104.0,2.0,0.0,0.0,4.965,0
45.0,6.0,0.0,0.0,216.0,1.0,0.0,0.0,4.965,0
36.0,4.0,1.0,0.0,130.0,3.0,0.0,0.0,4.965,0
34.0,4.0,1.0,0.0,80.0,7.0,0.0,0.0,4.965,0
33.0,4.0,1.0,0.0,566.0,1.0,0.0,0.0,4.965,0
34.0,5.0,0.0,0.0,468.0,1.0,0.0,0.0,4.965,0
31.0,6.0,1.0,0.0,317.0,1.0,0.0,0.0,4.965,0
52.0,6.0,1.0,0.0,27.0,10.0,0.0,0.0,4.965,0
46.0,6.0,0.0,0.0,1141.0,2.0,0.0,0.0,4.965,1
36.0,6.0,1.0,1.0,92.0,3.0,0.0,0.0,4.965,0
31.0,6.0,1.0,0.0,55.0,3.0,0.0,0.0,4.965,0
49.0,2.0,0.0,0.0,383.0,3.0,0.0,0.0,4.965,0
49.0,6.0,0.0,0.0,76.0,5.0,0.0,0.0,4.965,0
32.0,5.0,1.0,0.0,187.0,3.0,0.0,0.0,4.965,0
30.0,6.0,0.0,0.0,107.0,1.0,0.0,0.0,4.965,0
30.0,6.0,1.0,1.0,71.0,2.0,0.0,0.0,4.965,0
55.0,5.0,0.0,1.0,190.0,1.0,0.0,0.0,4.965,0
60.0,1.0,0.0,0.0,221.0,3.0,0.0,0.0,4.965,0
34.0,6.0,1.0,0.0,118.0,3.0,0.0,0.0,4.965,0
38.0,6.0,0.0,0.0,240.0,5.0,0.0,0.0,4.965,0
30.0,2.0,1.0,0.0,249.0,5.0,0.0,0.0,4.965,0
30.0,6.0,1.0,0.0,104.0,3.0,0.0,0.0,4.965,0
39.0,4.0,1.0,0.0,124.0,6.0,0.0,0.0,4.965,0
40.0,6.0,0.0,0.0,94.0,3.0,0.0,0.0,4.965,0
51.0,5.0,1.0,0.0,236.0,3.0,0.0,0.0,4.965,0
36.0,5.0,0.0,0.0,444.0,3.0,0.0,0.0,4.965,1
31.0,5.0,0.0,0.0,231.0,5.0,0.0,0.0,4.965,0
31.0,6.0,0.0,0.0,154.0,4.0,0.0,0.0,4.965,0
32.0,6.0,0.0,0.0,247.0,1.0,0.0,0.0,4.965,0
35.0,6.0,1.0,0.0,217.0,1.0,0.0,0.0,4.965,0
38.0,6.0,1.0,1.0,1504.0,2.0,0.0,0.0,4.965,0
50.0,6.0,1.0,1.0,342.0,3.0,0.0,0.0,4.965,0
40.0,4.0,1.0,0.0,236.0,7.0,0.0,0.0,4.966,0
31.0,6.0,1.0,0.0,64.0,6.0,0.0,0.0,4.966,0
51.0,1.0,0.0,0.0,80.0,5.0,0.0,0.0,4.966,0
41.0,6.0,1.0,0.0,92.0,1.0,0.0,0.0,4.966,0
52.0,6.0,1.0,0.0,439.0,1.0,0.0,0.0,4.966,0
31.0,4.0,1.0,0.0,75.0,1.0,0.0,0.0,4.966,0
31.0,4.0,0.0,0.0,191.0,1.0,0.0,0.0,4.966,0
52.0,2.0,1.0,0.0,1134.0,1.0,0.0,0.0,4.966,1
47.0,5.0,1.0,0.0,256.0,1.0,0.0,0.0,4.966,0
34.0,5.0,1.0,0.0,110.0,2.0,0.0,0.0,4.966,0
52.0,6.0,1.0,0.0,250.0,1.0,0.0,0.0,4.966,0
35.0,4.0,1.0,0.0,126.0,1.0,0.0,0.0,4.966,0
51.0,1.0,0.0,0.0,148.0,2.0,0.0,0.0,4.966,0
31.0,6.0,0.0,0.0,138.0,1.0,0.0,0.0,4.966,0
32.0,6.0,1.0,0.0,105.0,1.0,0.0,0.0,4.966,0
51.0,3.0,1.0,0.0,107.0,1.0,0.0,0.0,4.966,0
36.0,6.0,0.0,0.0,73.0,1.0,0.0,0.0,4.966,0
36.0,6.0,0.0,0.0,61.0,1.0,0.0,0.0,4.966,0
47.0,2.0,0.0,0.0,56.0,1.0,0.0,0.0,4.966,0
48.0,3.0,1.0,0.0,84.0,1.0,0.0,0.0,4.966,0
31.0,6.0,0.0,0.0,201.0,2.0,0.0,0.0,4.966,0
37.0,6.0,1.0,0.0,191.0,5.0,0.0,0.0,4.966,0
48.0,3.0,1.0,0.0,1181.0,2.0,0.0,0.0,4.966,1
53.0,6.0,1.0,0.0,1133.0,3.0,0.0,0.0,4.966,1
43.0,6.0,0.0,0.0,111.0,2.0,0.0,0.0,4.966,0
45.0,6.0,0.0,0.0,632.0,3.0,0.0,0.0,4.966,0
35.0,4.0,0.0,0.0,112.0,1.0,0.0,0.0,4.966,0
35.0,4.0,0.0,1.0,306.0,1.0,0.0,0.0,4.966,0
59.0,3.0,1.0,0.0,464.0,2.0,0.0,0.0,4.966,0
32.0,6.0,1.0,0.0,645.0,4.0,0.0,0.0,4.966,1
41.0,5.0,0.0,0.0,174.0,1.0,0.0,0.0,4.966,0
41.0,5.0,1.0,0.0,127.0,1.0,0.0,0.0,4.966,0
53.0,1.0,1.0,0.0,178.0,1.0,0.0,0.0,4.966,0
32.0,6.0,0.0,0.0,588.0,3.0,0.0,0.0,4.966,0
54.0,3.0,1.0,0.0,439.0,3.0,0.0,0.0,4.966,0
49.0,3.0,0.0,0.0,474.0,2.0,0.0,0.0,4.966,0
36.0,6.0,0.0,1.0,459.0,4.0,0.0,0.0,4.966,0
45.0,6.0,1.0,0.0,1735.0,4.0,0.0,0.0,4.966,1
46.0,1.0,1.0,0.0,58.0,3.0,0.0,0.0,4.966,0
46.0,1.0,0.0,0.0,83.0,2.0,0.0,0.0,4.966,0
46.0,1.0,0.0,0.0,507.0,3.0,0.0,0.0,4.966,0
54.0,3.0,1.0,0.0,388.0,4.0,0.0,0.0,4.965,0
56.0,5.0,1.0,0.0,106.0,1.0,0.0,0.0,4.965,0
35.0,6.0,1.0,1.0,239.0,1.0,0.0,0.0,4.965,0
33.0,6.0,0.0,0.0,317.0,1.0,0.0,0.0,4.965,0
30.0,5.0,0.0,1.0,128.0,1.0,0.0,0.0,4.965,0
45.0,4.0,1.0,0.0,969.0,1.0,0.0,0.0,4.965,1
58.0,6.0,1.0,0.0,225.0,1.0,0.0,0.0,4.965,0
44.0,5.0,0.0,0.0,57.0,2.0,0.0,0.0,4.965,0
39.0,5.0,1.0,1.0,86.0,1.0,0.0,0.0,4.965,0
57.0,6.0,1.0,1.0,143.0,1.0,0.0,0.0,4.965,0
40.0,5.0,1.0,1.0,115.0,1.0,0.0,0.0,4.965,0
57.0,6.0,0.0,0.0,846.0,4.0,0.0,0.0,4.965,1
42.0,6.0,1.0,0.0,334.0,1.0,0.0,0.0,4.965,0
48.0,1.0,1.0,0.0,57.0,1.0,0.0,0.0,4.965,0
36.0,6.0,1.0,1.0,283.0,1.0,0.0,0.0,4.965,0
41.0,6.0,1.0,0.0,206.0,1.0,0.0,0.0,4.965,0
45.0,2.0,1.0,0.0,100.0,1.0,0.0,0.0,4.965,0
32.0,5.0,1.0,0.0,159.0,1.0,0.0,0.0,4.965,0
45.0,5.0,0.0,0.0,132.0,1.0,0.0,0.0,4.965,0
57.0,6.0,1.0,0.0,86.0,2.0,0.0,0.0,4.965,0
54.0,1.0,1.0,0.0,261.0,1.0,0.0,0.0,4.965,0
31.0,5.0,1.0,0.0,409.0,2.0,0.0,0.0,4.965,0
29.0,6.0,0.0,0.0,201.0,1.0,0.0,0.0,4.965,0
30.0,4.0,1.0,0.0,143.0,1.0,0.0,0.0,4.965,0
59.0,1.0,1.0,0.0,145.0,2.0,0.0,0.0,4.965,0
34.0,6.0,0.0,0.0,202.0,1.0,0.0,0.0,4.965,0
32.0,6.0,1.0,0.0,78.0,3.0,0.0,0.0,4.965,0
53.0,6.0,1.0,0.0,79.0,2.0,0.0,0.0,4.965,0
55.0,6.0,1.0,0.0,150.0,2.0,0.0,0.0,4.965,0
35.0,5.0,1.0,0.0,156.0,2.0,0.0,0.0,4.965,0
31.0,5.0,0.0,0.0,112.0,1.0,0.0,0.0,4.965,0
46.0,4.0,0.0,1.0,871.0,2.0,0.0,0.0,4.965,1
34.0,,1.0,0.0,98.0,1.0,0.0,0.0,4.965,0
34.0,,0.0,0.0,165.0,1.0,0.0,0.0,4.965,0
44.0,2.0,0.0,0.0,15.0,12.0,0.0,0.0,4.965,0
32.0,6.0,1.0,0.0,343.0,1.0,0.0,0.0,4.965,0
33.0,6.0,1.0,0.0,111.0,1.0,0.0,0.0,4.965,0
48.0,6.0,1.0,1.0,523.0,1.0,0.0,0.0,4.965,0
59.0,3.0,1.0,0.0,160.0,3.0,0.0,0.0,4.965,0
30.0,6.0,1.0,1.0,75.0,4.0,0.0,0.0,4.965,0
30.0,6.0,0.0,0.0,139.0,2.0,0.0,0.0,4.965,0
57.0,6.0,0.0,0.0,73.0,1.0,0.0,0.0,4.965,0
32.0,6.0,0.0,0.0,168.0,1.0,0.0,0.0,4.965,0
51.0,3.0,0.0,0.0,202.0,3.0,0.0,0.0,4.965,0
57.0,6.0,1.0,0.0,107.0,8.0,0.0,0.0,4.965,0
59.0,6.0,1.0,0.0,83.0,3.0,0.0,0.0,4.965,0
33.0,6.0,1.0,0.0,399.0,2.0,0.0,0.0,4.965,0
50.0,6.0,1.0,0.0,178.0,5.0,0.0,0.0,4.964,0
44.0,4.0,0.0,0.0,464.0,3.0,0.0,0.0,4.964,0
49.0,4.0,0.0,0.0,96.0,2.0,0.0,0.0,4.964,0
32.0,5.0,0.0,0.0,169.0,1.0,0.0,0.0,4.964,0
34.0,6.0,1.0,0.0,115.0,1.0,0.0,0.0,4.964,0
42.0,5.0,0.0,1.0,36.0,1.0,0.0,0.0,4.964,0
42.0,5.0,1.0,1.0,157.0,1.0,0.0,0.0,4.964,0
45.0,4.0,1.0,0.0,149.0,1.0,0.0,0.0,4.964,0
31.0,6.0,0.0,0.0,366.0,1.0,0.0,0.0,4.964,0
34.0,6.0,1.0,0.0,137.0,1.0,0.0,0.0,4.964,0
49.0,5.0,1.0,0.0,151.0,3.0,0.0,0.0,4.964,0
54.0,1.0,0.0,1.0,169.0,3.0,0.0,0.0,4.964,0
33.0,6.0,1.0,0.0,273.0,3.0,0.0,0.0,4.964,0
33.0,6.0,1.0,0.0,370.0,2.0,0.0,0.0,4.964,0
32.0,6.0,1.0,0.0,159.0,1.0,0.0,0.0,4.964,0
51.0,1.0,1.0,1.0,297.0,2.0,0.0,0.0,4.964,0
58.0,6.0,1.0,0.0,86.0,2.0,0.0,0.0,4.964,0
29.0,4.0,0.0,0.0,103.0,1.0,0.0,0.0,4.964,0
39.0,6.0,0.0,0.0,421.0,1.0,0.0,0.0,4.964,0
29.0,6.0,1.0,0.0,158.0,1.0,0.0,0.0,4.964,0
31.0,6.0,0.0,0.0,56.0,2.0,0.0,0.0,4.964,0
36.0,3.0,0.0,0.0,406.0,1.0,0.0,0.0,4.964,0
47.0,4.0,0.0,0.0,168.0,1.0,0.0,0.0,4.964,0
46.0,6.0,0.0,0.0,87.0,5.0,0.0,0.0,4.964,0
31.0,5.0,1.0,0.0,104.0,3.0,0.0,0.0,4.964,0
32.0,6.0,1.0,0.0,118.0,2.0,0.0,0.0,4.964,0
34.0,6.0,0.0,0.0,214.0,2.0,0.0,0.0,4.964,0
39.0,6.0,1.0,0.0,80.0,3.0,0.0,0.0,4.964,0
34.0,6.0,0.0,0.0,122.0,1.0,0.0,0.0,4.964,0
35.0,4.0,1.0,0.0,448.0,3.0,0.0,0.0,4.964,0
49.0,1.0,1.0,0.0,92.0,1.0,0.0,0.0,4.964,0
32.0,6.0,1.0,1.0,153.0,3.0,0.0,0.0,4.964,0
31.0,6.0,1.0,1.0,337.0,1.0,0.0,0.0,4.964,0
45.0,2.0,1.0,1.0,425.0,2.0,0.0,0.0,4.964,0
42.0,1.0,1.0,0.0,52.0,2.0,0.0,0.0,4.964,0
31.0,6.0,1.0,0.0,168.0,4.0,0.0,0.0,4.964,0
