duracion_meses,monto_credito,edad,carga_cuota_pct,creditos_vigentes,cuenta_corriente,ahorros,historial_crediticio,incumplimiento
18.0,7511.0,51.0,1.0,1.0,1.0,0.0,2.0,1
12.0,1258.0,22.0,2.0,2.0,0.0,1.0,4.0,0
24.0,717.0,54.0,4.0,2.0,0.0,0.0,3.0,0
9.0,1549.0,35.0,4.0,1.0,2.0,0.0,2.0,0
24.0,1597.0,54.0,4.0,2.0,0.0,1.0,4.0,0
18.0,1795.0,48.0,3.0,2.0,2.0,1.0,4.0,0
20.0,4272.0,24.0,1.0,2.0,1.0,1.0,4.0,0
12.0,976.0,35.0,4.0,2.0,0.0,0.0,4.0,0
12.0,7472.0,24.0,1.0,1.0,2.0,0.0,2.0,0
36.0,9271.0,24.0,2.0,1.0,1.0,1.0,2.0,1
6.0,590.0,26.0,3.0,1.0,2.0,1.0,2.0,0
12.0,930.0,65.0,4.0,4.0,0.0,0.0,4.0,0
42.0,9283.0,55.0,1.0,1.0,2.0,1.0,1.0,0
15.0,1778.0,26.0,2.0,2.0,2.0,1.0,0.0,1
8.0,907.0,26.0,3.0,1.0,2.0,1.0,2.0,0
6.0,484.0,28.0,3.0,1.0,2.0,1.0,2.0,0
36.0,9629.0,24.0,4.0,2.0,1.0,1.0,4.0,1
48.0,3051.0,54.0,3.0,1.0,1.0,1.0,2.0,1
48.0,3931.0,46.0,4.0,1.0,1.0,1.0,2.0,1
36.0,7432.0,54.0,2.0,1.0,2.0,1.0,3.0,0
6.0,1338.0,62.0,1.0,1.0,0.0,3.0,2.0,0
6.0,1554.0,24.0,1.0,2.0,0.0,1.0,4.0,0
36.0,15857.0,43.0,2.0,1.0,1.0,1.0,2.0,0
18.0,1345.0,26.0,4.0,1.0,1.0,1.0,2.0,1
12.0,1101.0,27.0,3.0,2.0,0.0,1.0,2.0,0
12.0,3016.0,24.0,3.0,1.0,3.0,1.0,2.0,0
36.0,2712.0,41.0,2.0,1.0,1.0,1.0,2.0,1
8.0,731.0,47.0,4.0,2.0,1.0,1.0,4.0,0
18.0,3780.0,35.0,3.0,2.0,0.0,1.0,4.0,0
21.0,1602.0,30.0,4.0,2.0,1.0,1.0,4.0,0
18.0,3966.0,33.0,1.0,3.0,1.0,1.0,4.0,1
18.0,4165.0,36.0,2.0,2.0,0.0,1.0,0.0,1
36.0,8335.0,47.0,3.0,1.0,1.0,0.0,2.0,1
48.0,6681.0,38.0,4.0,1.0,2.0,0.0,3.0,0
24.0,2375.0,44.0,4.0,2.0,0.0,3.0,3.0,0
18.0,1216.0,23.0,4.0,1.0,1.0,1.0,2.0,1
45.0,11816.0,29.0,2.0,2.0,1.0,1.0,0.0,1
24.0,5084.0,42.0,2.0,1.0,2.0,0.0,2.0,0
15.0,2327.0,25.0,2.0,1.0,3.0,1.0,2.0,1
12.0,1082.0,48.0,4.0,2.0,1.0,1.0,0.0,1
12.0,886.0,21.0,4.0,1.0,0.0,0.0,2.0,0
4.0,601.0,23.0,1.0,1.0,0.0,1.0,2.0,0
24.0,2957.0,63.0,4.0,2.0,1.0,1.0,4.0,0
24.0,2611.0,46.0,4.0,2.0,0.0,1.0,4.0,0
36.0,5179.0,29.0,4.0,1.0,1.0,1.0,2.0,1
21.0,2993.0,28.0,3.0,2.0,0.0,1.0,3.0,0
18.0,1943.0,23.0,4.0,1.0,0.0,1.0,2.0,1
24.0,1559.0,50.0,4.0,1.0,0.0,1.0,1.0,0
18.0,3422.0,47.0,4.0,3.0,0.0,1.0,2.0,0
21.0,3976.0,35.0,2.0,1.0,2.0,0.0,2.0,0
18.0,6761.0,68.0,2.0,2.0,0.0,0.0,2.0,1
24.0,1249.0,28.0,4.0,1.0,0.0,1.0,2.0,0
9.0,1364.0,59.0,3.0,1.0,1.0,1.0,2.0,0
12.0,709.0,57.0,4.0,1.0,1.0,1.0,2.0,1
20.0,2235.0,33.0,4.0,2.0,1.0,1.0,4.0,1
24.0,4042.0,43.0,3.0,2.0,0.0,0.0,4.0,0
15.0,1471.0,35.0,4.0,2.0,0.0,1.0,4.0,0
18.0,1442.0,32.0,4.0,2.0,1.0,1.0,1.0,1
36.0,10875.0,45.0,2.0,2.0,0.0,1.0,3.0,0
24.0,1474.0,33.0,4.0,1.0,0.0,2.0,2.0,0
10.0,894.0,40.0,4.0,1.0,0.0,0.0,2.0,0
15.0,3343.0,28.0,4.0,1.0,0.0,1.0,4.0,0
15.0,3959.0,29.0,3.0,1.0,1.0,1.0,2.0,1
9.0,3577.0,26.0,1.0,1.0,0.0,2.0,2.0,0
24.0,5804.0,27.0,4.0,2.0,0.0,4.0,4.0,0
18.0,2169.0,28.0,4.0,1.0,0.0,1.0,3.0,1
24.0,2439.0,35.0,4.0,1.0,1.0,1.0,2.0,1
27.0,4526.0,32.0,4.0,2.0,0.0,4.0,4.0,0
10.0,2210.0,25.0,2.0,1.0,0.0,1.0,2.0,1
15.0,2221.0,20.0,2.0,1.0,0.0,3.0,2.0,0
18.0,2389.0,27.0,4.0,1.0,1.0,1.0,2.0,0
12.0,3331.0,42.0,2.0,1.0,0.0,1.0,4.0,0
36.0,7409.0,37.0,3.0,2.0,0.0,0.0,2.0,0
12.0,652.0,24.0,4.0,1.0,1.0,1.0,2.0,0
36.0,7678.0,40.0,2.0,2.0,0.0,3.0,3.0,0
6.0,1343.0,46.0,1.0,2.0,3.0,1.0,4.0,0
24.0,1382.0,26.0,4.0,2.0,1.0,2.0,4.0,0
15.0,874.0,24.0,4.0,1.0,0.0,0.0,2.0,0
12.0,3590.0,29.0,2.0,1.0,1.0,1.0,2.0,0
11.0,1322.0,40.0,4.0,2.0,2.0,4.0,4.0,0
18.0,1940.0,36.0,3.0,1.0,1.0,1.0,1.0,0
36.0,3595.0,28.0,4.0,1.0,0.0,1.0,2.0,0
9.0,1422.0,27.0,3.0,1.0,1.0,1.0,2.0,1
30.0,6742.0,36.0,2.0,2.0,0.0,0.0,4.0,0
24.0,7814.0,38.0,3.0,1.0,0.0,1.0,2.0,0
24.0,9277.0,48.0,2.0,1.0,0.0,0.0,2.0,0
30.0,2181.0,36.0,4.0,2.0,2.0,0.0,4.0,0
18.0,1098.0,65.0,4.0,2.0,0.0,1.0,4.0,0
24.0,4057.0,43.0,3.0,1.0,2.0,1.0,2.0,1
12.0,795.0,53.0,4.0,1.0,1.0,1.0,2.0,1
24.0,2825.0,34.0,4.0,2.0,2.0,0.0,4.0,0
48.0,15672.0,23.0,2.0,1.0,2.0,1.0,2.0,1
36.0,6614.0,34.0,4.0,2.0,0.0,1.0,4.0,0
28.0,7824.0,40.0,3.0,2.0,0.0,0.0,1.0,0
27.0,2442.0,43.0,4.0,4.0,1.0,1.0,4.0,0
15.0,1829.0,46.0,4.0,2.0,0.0,1.0,4.0,0
12.0,2171.0,38.0,4.0,2.0,1.0,1.0,4.0,0
36.0,5800.0,34.0,3.0,2.0,2.0,1.0,4.0,0
18.0,1169.0,29.0,4.0,2.0,0.0,0.0,4.0,0
36.0,8947.0,31.0,3.0,1.0,0.0,0.0,3.0,0
21.0,2606.0,28.0,4.0,1.0,1.0,1.0,2.0,0
12.0,1592.0,35.0,3.0,1.0,0.0,4.0,4.0,0
15.0,2186.0,33.0,1.0,1.0,0.0,0.0,2.0,0
18.0,4153.0,42.0,2.0,1.0,1.0,1.0,2.0,1
16.0,2625.0,43.0,2.0,1.0,1.0,1.0,4.0,1
20.0,3485.0,44.0,2.0,2.0,0.0,0.0,4.0,0
36.0,10477.0,42.0,2.0,2.0,0.0,0.0,4.0,0
15.0,1386.0,40.0,4.0,1.0,0.0,0.0,2.0,0
24.0,1278.0,36.0,4.0,1.0,0.0,1.0,2.0,0
12.0,1107.0,20.0,2.0,1.0,1.0,1.0,2.0,0
21.0,3763.0,24.0,2.0,1.0,1.0,0.0,2.0,0
36.0,3711.0,27.0,2.0,1.0,2.0,0.0,2.0,0
15.0,3594.0,46.0,1.0,2.0,0.0,1.0,3.0,0
9.0,3195.0,33.0,1.0,1.0,2.0,0.0,2.0,0
36.0,4454.0,34.0,4.0,2.0,0.0,1.0,3.0,0
24.0,4736.0,25.0,2.0,1.0,2.0,1.0,4.0,1
30.0,2991.0,25.0,2.0,1.0,2.0,0.0,2.0,0
11.0,2142.0,28.0,1.0,1.0,0.0,4.0,2.0,0
24.0,3161.0,31.0,4.0,1.0,1.0,1.0,1.0,1
48.0,18424.0,32.0,1.0,1.0,2.0,1.0,0.0,1
10.0,2848.0,32.0,1.0,1.0,0.0,2.0,2.0,0
6.0,14896.0,68.0,1.0,1.0,1.0,1.0,2.0,1
24.0,2359.0,33.0,1.0,1.0,1.0,2.0,2.0,1
24.0,3345.0,39.0,4.0,1.0,1.0,1.0,2.0,1
18.0,1817.0,28.0,4.0,2.0,0.0,1.0,4.0,0
48.0,12749.0,37.0,4.0,1.0,0.0,3.0,3.0,0
9.0,1366.0,22.0,3.0,1.0,1.0,1.0,2.0,1
12.0,2002.0,30.0,3.0,1.0,2.0,1.0,2.0,0
24.0,6872.0,55.0,2.0,1.0,1.0,1.0,1.0,1
12.0,697.0,46.0,4.0,2.0,1.0,1.0,1.0,1
18.0,1049.0,21.0,4.0,1.0,1.0,1.0,4.0,0
48.0,10297.0,39.0,4.0,3.0,1.0,1.0,2.0,1
30.0,1867.0,58.0,4.0,1.0,0.0,0.0,2.0,0
12.0,1344.0,43.0,4.0,2.0,1.0,1.0,3.0,0
24.0,1747.0,24.0,4.0,1.0,1.0,1.0,2.0,0
9.0,1670.0,22.0,4.0,1.0,2.0,1.0,2.0,1
9.0,1224.0,30.0,3.0,2.0,0.0,1.0,4.0,0
12.0,522.0,42.0,4.0,2.0,0.0,3.0,4.0,0
12.0,1498.0,23.0,4.0,1.0,1.0,1.0,2.0,0
30.0,1919.0,30.0,4.0,2.0,2.0,2.0,3.0,1
9.0,745.0,28.0,3.0,1.0,3.0,1.0,2.0,1
6.0,2063.0,30.0,4.0,1.0,2.0,1.0,2.0,0
60.0,6288.0,42.0,4.0,1.0,2.0,1.0,2.0,1
24.0,6842.0,46.0,2.0,2.0,0.0,0.0,4.0,0
12.0,3527.0,45.0,2.0,1.0,0.0,0.0,2.0,0
10.0,1546.0,31.0,3.0,1.0,0.0,1.0,2.0,0
24.0,929.0,31.0,4.0,1.0,0.0,0.0,2.0,0
4.0,1455.0,42.0,2.0,3.0,0.0,1.0,4.0,0
15.0,1845.0,46.0,4.0,1.0,1.0,1.0,2.0,0
48.0,8358.0,30.0,1.0,2.0,2.0,3.0,0.0,0
24.0,3349.0,30.0,4.0,1.0,1.0,3.0,1.0,1
12.0,2859.0,38.0,4.0,1.0,0.0,0.0,2.0,0
18.0,1533.0,43.0,4.0,1.0,0.0,1.0,2.0,1
24.0,3621.0,31.0,2.0,2.0,0.0,2.0,2.0,1
18.0,3590.0,40.0,3.0,3.0,2.0,1.0,4.0,0
36.0,2145.0,24.0,2.0,2.0,1.0,1.0,3.0,1
24.0,4113.0,28.0,3.0,1.0,2.0,3.0,2.0,1
36.0,10974.0,26.0,4.0,2.0,0.0,1.0,2.0,1
12.0,1893.0,29.0,4.0,1.0,1.0,1.0,2.0,0
24.0,1231.0,57.0,4.0,2.0,1.0,4.0,4.0,0
30.0,3656.0,49.0,4.0,2.0,3.0,0.0,4.0,0
9.0,1154.0,37.0,2.0,3.0,2.0,1.0,4.0,0
28.0,4006.0,45.0,3.0,1.0,1.0,1.0,2.0,1
24.0,3069.0,30.0,4.0,1.0,2.0,2.0,2.0,0
6.0,1740.0,30.0,2.0,2.0,0.0,1.0,4.0,0
21.0,2353.0,47.0,1.0,2.0,2.0,1.0,3.0,0
15.0,3556.0,29.0,3.0,1.0,0.0,0.0,2.0,0
24.0,2397.0,35.0,3.0,2.0,0.0,3.0,2.0,1
6.0,454.0,22.0,3.0,1.0,2.0,1.0,2.0,0
30.0,1715.0,26.0,4.0,1.0,2.0,0.0,2.0,0
27.0,2520.0,23.0,4.0,2.0,2.0,3.0,4.0,1
15.0,3568.0,54.0,4.0,1.0,0.0,1.0,2.0,0
42.0,7166.0,29.0,2.0,1.0,0.0,0.0,2.0,0
11.0,3939.0,40.0,1.0,2.0,1.0,1.0,4.0,0
15.0,1514.0,22.0,4.0,1.0,2.0,2.0,2.0,0
24.0,7393.0,43.0,1.0,1.0,0.0,1.0,2.0,0
24.0,1193.0,29.0,1.0,2.0,1.0,1.0,1.0,1
60.0,7297.0,36.0,4.0,1.0,1.0,1.0,2.0,1
30.0,2831.0,33.0,4.0,1.0,0.0,1.0,4.0,0
24.0,1258.0,57.0,3.0,1.0,3.0,3.0,2.0,0
6.0,753.0,64.0,2.0,1.0,2.0,1.0,2.0,0
18.0,2427.0,42.0,4.0,2.0,2.0,0.0,3.0,0
24.0,2538.0,47.0,4.0,2.0,0.0,1.0,3.0,1
15.0,1264.0,25.0,2.0,1.0,2.0,2.0,1.0,1
30.0,8386.0,49.0,2.0,1.0,2.0,1.0,4.0,1
48.0,4844.0,33.0,3.0,1.0,0.0,1.0,2.0,1
21.0,2923.0,28.0,1.0,1.0,3.0,2.0,2.0,0
36.0,8229.0,26.0,2.0,1.0,1.0,1.0,2.0,1
24.0,2028.0,30.0,2.0,2.0,0.0,1.0,4.0,0
15.0,1433.0,25.0,4.0,2.0,1.0,1.0,4.0,0
42.0,6289.0,33.0,2.0,2.0,3.0,1.0,0.0,0
13.0,1409.0,64.0,2.0,1.0,0.0,2.0,2.0,0
24.0,6579.0,29.0,4.0,1.0,1.0,1.0,2.0,0
24.0,1743.0,48.0,4.0,2.0,2.0,1.0,4.0,0
12.0,3565.0,37.0,2.0,2.0,0.0,0.0,4.0,0
15.0,1569.0,34.0,4.0,1.0,0.0,2.0,1.0,0
18.0,1936.0,23.0,2.0,2.0,1.0,0.0,2.0,0
36.0,3959.0,30.0,4.0,1.0,1.0,1.0,2.0,0
12.0,2390.0,50.0,4.0,1.0,0.0,0.0,2.0,0
12.0,1736.0,31.0,3.0,1.0,0.0,1.0,2.0,0
30.0,3857.0,40.0,4.0,1.0,1.0,1.0,2.0,0
12.0,804.0,38.0,4.0,1.0,0.0,1.0,2.0,0
45.0,1845.0,23.0,4.0,1.0,1.0,1.0,2.0,1
45.0,4576.0,27.0,3.0,1.0,2.0,2.0,4.0,0
